wavname,start,end
./wavs/garb/en/LibriSpeech/train-clean-100/2289/152258/2289-152258-0013.flac,130392,168330
./wavs/garb/en/LibriSpeech/train-clean-360/7126/59175/7126-59175-0000.flac,88452,146177
./wavs/garb/cn/data_thchs30/train/B4_332.wav,110720,150692
./wavs/garb/en/LibriSpeech/train-clean-360/7868/246932/7868-246932-0041.flac,114216,161084
./wavs/garb/cn/data_thchs30/data/C23_551.wav,20005,73180
./wavs/garb/cn/data_thchs30/test/D31_765.wav,94968,125900
./wavs/garb/en/LibriSpeech/train-clean-360/210/129396/210-129396-0116.flac,8557,80883
./wavs/garb/en/LibriSpeech/train-clean-100/8747/293952/8747-293952-0097.flac,53670,142102
./wavs/garb/en/LibriSpeech/train-clean-360/4148/183988/4148-183988-0041.flac,79301,155492
./wavs/garb/en/LibriSpeech/train-clean-360/2388/153733/2388-153733-0048.flac,3969,53319
./wavs/garb/en/LibriSpeech/train-clean-360/3549/8890/3549-8890-0034.flac,8648,39354
./wavs/garb/cn/data_thchs30/train/A7_186.wav,10475,66214
./wavs/garb/en/LibriSpeech/train-clean-360/7398/98877/7398-98877-0001.flac,47451,104078
./wavs/garb/en/LibriSpeech/train-clean-100/2764/36617/2764-36617-0025.flac,64480,146947
./wavs/garb/cn/data_thchs30/data/D6_767.wav,60592,90138
./wavs/garb/cn/data_thchs30/data/D6_838.wav,77587,137808
./wavs/garb/cn/data_thchs30/data/A34_60.wav,47852,93501
./wavs/garb/cn/data_thchs30/data/C31_519.wav,3489,150236
./wavs/garb/en/LibriSpeech/train-clean-360/114/129324/114-129324-0042.flac,64712,142940
./wavs/garb/en/LibriSpeech/train-clean-100/8975/270782/8975-270782-0003.flac,76888,134731
./wavs/garb/en/LibriSpeech/train-clean-100/1553/140048/1553-140048-0036.flac,75479,155572
./wavs/garb/en/LibriSpeech/train-clean-100/625/132112/625-132112-0000.flac,166380,237707
./wavs/garb/cn/data_thchs30/data/C31_670.wav,118706,150797
./wavs/garb/en/LibriSpeech/train-clean-360/4226/185488/4226-185488-0003.flac,173703,236274
./wavs/garb/en/LibriSpeech/train-clean-360/2960/155151/2960-155151-0083.flac,146121,211773
./wavs/garb/cn/data_thchs30/data/C8_526.wav,8414,71384
./wavs/garb/en/LibriSpeech/train-clean-360/5293/82020/5293-82020-0059.flac,147156,180240
./wavs/garb/cn/data_thchs30/test/D13_889.wav,35807,90477
./wavs/garb/cn/data_thchs30/data/B11_380.wav,28049,75286
./wavs/garb/en/LibriSpeech/train-clean-360/7868/246932/7868-246932-0036.flac,11778,31283
./wavs/garb/cn/data_thchs30/data/A13_50.wav,26577,79608
./wavs/garb/en/LibriSpeech/train-clean-100/2196/170151/2196-170151-0013.flac,154672,245657
./wavs/garb/en/LibriSpeech/train-clean-360/339/132717/339-132717-0033.flac,96617,144633
./wavs/garb/cn/data_thchs30/train/A23_55.wav,104841,122281
./wavs/garb/en/LibriSpeech/train-clean-360/3645/39840/3645-39840-0006.flac,53531,124341
./wavs/garb/en/LibriSpeech/train-clean-360/6378/61781/6378-61781-0022.flac,137339,192790
./wavs/garb/cn/data_thchs30/data/A8_107.wav,135623,175583
./wavs/garb/en/LibriSpeech/train-clean-360/359/128761/359-128761-0045.flac,104064,180022
./wavs/garb/en/LibriSpeech/train-clean-360/7460/92002/7460-92002-0053.flac,100462,125209
./wavs/garb/en/LibriSpeech/train-clean-360/209/4733/209-4733-0009.flac,87423,168059
./wavs/garb/cn/data_thchs30/data/B6_435.wav,69396,118088
./wavs/garb/en/LibriSpeech/train-clean-360/7030/64588/7030-64588-0082.flac,78174,107734
./wavs/garb/en/LibriSpeech/train-clean-100/4014/186175/4014-186175-0019.flac,165299,225681
./wavs/garb/cn/data_thchs30/train/B2_389.wav,112848,146934
./wavs/garb/cn/data_thchs30/data/A36_144.wav,89569,150098
./wavs/garb/cn/data_thchs30/train/B12_360.wav,12142,29377
./wavs/garb/en/LibriSpeech/train-clean-360/925/8141/925-8141-0000.flac,96468,139031
./wavs/garb/cn/data_thchs30/data/B11_280.wav,2541,93264
./wavs/garb/en/LibriSpeech/train-clean-100/8108/274318/8108-274318-0037.flac,146944,241266
./wavs/garb/cn/data_thchs30/train/A11_57.wav,101402,144510
./wavs/garb/cn/data_thchs30/train/B6_380.wav,42346,94476
./wavs/garb/en/LibriSpeech/train-clean-360/954/130627/954-130627-0002.flac,3575,182085
./wavs/garb/en/LibriSpeech/train-clean-360/6206/14958/6206-14958-0001.flac,53055,113477
./wavs/garb/en/LibriSpeech/train-clean-360/8855/283228/8855-283228-0011.flac,127493,169773
./wavs/garb/cn/data_thchs30/train/B11_367.wav,31978,109299
./wavs/garb/en/LibriSpeech/train-clean-100/289/121652/289-121652-0013.flac,72093,144315
./wavs/garb/en/LibriSpeech/train-clean-360/3274/167023/3274-167023-0007.flac,52668,159244
./wavs/garb/cn/data_thchs30/train/B8_437.wav,56838,92583
./wavs/garb/en/LibriSpeech/train-clean-100/669/129061/669-129061-0074.flac,157760,209452
./wavs/garb/en/LibriSpeech/train-clean-360/1343/158781/1343-158781-0027.flac,73526,115712
./wavs/garb/en/LibriSpeech/train-clean-100/7178/34644/7178-34644-0005.flac,132577,174105
./wavs/garb/en/LibriSpeech/train-clean-360/154/293987/154-293987-0029.flac,41679,100455
./wavs/garb/en/LibriSpeech/train-clean-360/8742/245708/8742-245708-0064.flac,80452,154716
./wavs/garb/cn/data_thchs30/data/B15_320.wav,67080,132608
./wavs/garb/en/LibriSpeech/train-clean-360/6104/58845/6104-58845-0068.flac,184490,201406
./wavs/garb/en/LibriSpeech/train-clean-360/1473/135657/1473-135657-0009.flac,105444,162719
./wavs/garb/cn/data_thchs30/data/C21_665.wav,15731,53805
./wavs/garb/en/LibriSpeech/train-clean-360/4770/25951/4770-25951-0043.flac,60926,173319
./wavs/garb/en/LibriSpeech/train-clean-360/724/123283/724-123283-0009.flac,101068,140886
./wavs/garb/en/LibriSpeech/train-clean-360/2499/156154/2499-156154-0031.flac,119109,140154
./wavs/garb/en/LibriSpeech/train-clean-360/1046/133225/1046-133225-0019.flac,133945,145768
./wavs/garb/en/LibriSpeech/train-clean-360/8725/294554/8725-294554-0034.flac,43334,78779
./wavs/garb/cn/data_thchs30/data/C14_570.wav,55315,111142
./wavs/garb/en/LibriSpeech/train-clean-360/4592/22178/4592-22178-0019.flac,84543,123694
./wavs/garb/cn/data_thchs30/test/D21_844.wav,10876,52893
./wavs/garb/en/LibriSpeech/train-clean-360/353/128309/353-128309-0089.flac,92323,177992
./wavs/garb/en/LibriSpeech/train-clean-360/6098/57836/6098-57836-0025.flac,101581,163076
./wavs/garb/en/LibriSpeech/train-clean-360/3549/9203/3549-9203-0002.flac,97731,138133
./wavs/garb/en/LibriSpeech/train-clean-360/6981/70843/6981-70843-0109.flac,68501,136073
./wavs/garb/cn/data_thchs30/data/D7_996.wav,27892,62782
./wavs/garb/cn/data_thchs30/dev/B31_439.wav,114087,165770
./wavs/garb/en/LibriSpeech/train-clean-360/7145/87280/7145-87280-0041.flac,165633,209593
./wavs/garb/cn/data_thchs30/train/A11_202.wav,30673,77701
./wavs/garb/en/LibriSpeech/train-clean-360/8506/293168/8506-293168-0027.flac,106830,165387
./wavs/garb/en/LibriSpeech/train-clean-100/7302/86814/7302-86814-0025.flac,60362,107895
./wavs/garb/cn/data_thchs30/data/B4_294.wav,120773,151348
./wavs/garb/en/LibriSpeech/train-clean-100/2691/156745/2691-156745-0016.flac,66721,141969
./wavs/garb/en/LibriSpeech/train-clean-360/3654/171139/3654-171139-0002.flac,109563,235793
./wavs/garb/en/LibriSpeech/train-clean-360/6206/14958/6206-14958-0008.flac,105861,156002
./wavs/garb/en/LibriSpeech/train-clean-100/1578/140045/1578-140045-0011.flac,62725,109948
./wavs/garb/en/LibriSpeech/train-clean-360/4278/187018/4278-187018-0027.flac,3819,37876
./wavs/garb/en/LibriSpeech/train-clean-360/6352/88007/6352-88007-0020.flac,83181,162054
./wavs/garb/en/LibriSpeech/train-clean-100/460/172359/460-172359-0004.flac,24965,82306
./wavs/garb/cn/data_thchs30/test/D13_952.wav,69720,123205
./wavs/garb/en/LibriSpeech/train-clean-360/4586/19665/4586-19665-0018.flac,99918,138755
./wavs/garb/en/LibriSpeech/train-clean-360/2638/10172/2638-10172-0112.flac,5468,80985
./wavs/garb/cn/data_thchs30/data/D32_758.wav,59365,140135
./wavs/garb/en/LibriSpeech/train-clean-360/464/126794/464-126794-0037.flac,66887,108501
./wavs/garb/en/LibriSpeech/train-clean-360/380/129066/380-129066-0012.flac,86031,133841
./wavs/garb/en/LibriSpeech/train-clean-360/830/130727/830-130727-0025.flac,55854,88388
./wavs/garb/en/LibriSpeech/train-clean-360/1789/137618/1789-137618-0029.flac,131019,178799
./wavs/garb/en/LibriSpeech/train-clean-360/7949/39970/7949-39970-0027.flac,49818,121410
./wavs/garb/en/LibriSpeech/train-clean-360/1387/130993/1387-130993-0036.flac,40341,84936
./wavs/garb/en/LibriSpeech/train-clean-360/636/123163/636-123163-0016.flac,181331,245966
./wavs/garb/en/LibriSpeech/train-clean-360/242/122627/242-122627-0032.flac,117211,239069
./wavs/garb/cn/data_thchs30/train/A9_6.wav,41006,104862
./wavs/garb/cn/data_thchs30/train/A22_244.wav,74461,124306
./wavs/garb/en/LibriSpeech/train-clean-360/783/126739/783-126739-0061.flac,124687,183217
./wavs/garb/cn/data_thchs30/train/B4_322.wav,102867,149747
./wavs/garb/cn/data_thchs30/dev/C19_570.wav,51987,110138
./wavs/garb/en/LibriSpeech/train-clean-360/7090/91801/7090-91801-0078.flac,4447,42807
./wavs/garb/cn/data_thchs30/dev/A11_189.wav,79962,129272
./wavs/garb/cn/data_thchs30/train/C13_594.wav,7340,37188
./wavs/garb/en/LibriSpeech/train-clean-360/1777/142750/1777-142750-0022.flac,121967,154822
./wavs/garb/en/LibriSpeech/train-clean-360/7783/107486/7783-107486-0017.flac,66870,136099
./wavs/garb/cn/data_thchs30/train/B6_451.wav,22438,66378
./wavs/garb/en/LibriSpeech/train-clean-360/1463/134463/1463-134463-0053.flac,72961,122127
./wavs/garb/en/LibriSpeech/train-clean-360/1943/138033/1943-138033-0021.flac,61098,115217
./wavs/garb/en/LibriSpeech/train-clean-100/8630/305213/8630-305213-0047.flac,111519,194527
./wavs/garb/cn/data_thchs30/data/A8_9.wav,121359,154236
./wavs/garb/en/LibriSpeech/train-clean-360/4438/48513/4438-48513-0033.flac,143274,174472
./wavs/garb/en/LibriSpeech/train-clean-360/7240/108066/7240-108066-0010.flac,157348,198364
./wavs/garb/en/LibriSpeech/train-clean-360/2319/138631/2319-138631-0027.flac,107418,161743
./wavs/garb/cn/data_thchs30/data/B22_441.wav,60185,120729
./wavs/garb/en/LibriSpeech/train-clean-100/1841/179183/1841-179183-0004.flac,100079,169450
./wavs/garb/en/LibriSpeech/train-clean-100/1183/124566/1183-124566-0003.flac,27287,44792
./wavs/garb/en/LibriSpeech/train-clean-100/8324/286683/8324-286683-0016.flac,78119,102525
./wavs/garb/en/LibriSpeech/train-clean-360/454/134728/454-134728-0107.flac,161758,179776
./wavs/garb/cn/data_thchs30/train/A6_198.wav,39706,70058
./wavs/garb/en/LibriSpeech/train-clean-360/5984/56837/5984-56837-0032.flac,126742,138161
./wavs/garb/en/LibriSpeech/train-clean-360/3230/137483/3230-137483-0044.flac,95769,133210
./wavs/garb/cn/data_thchs30/data/B15_465.wav,33923,74095
./wavs/garb/cn/data_thchs30/data/C22_665.wav,78572,113916
./wavs/garb/en/LibriSpeech/train-clean-360/4973/24516/4973-24516-0006.flac,72103,107028
./wavs/garb/en/LibriSpeech/train-clean-360/4071/176278/4071-176278-0003.flac,102221,111863
./wavs/garb/en/LibriSpeech/train-clean-100/4340/15220/4340-15220-0088.flac,105541,128434
./wavs/garb/en/LibriSpeech/train-clean-360/207/122801/207-122801-0008.flac,69816,117553
./wavs/garb/en/LibriSpeech/train-clean-100/1841/159771/1841-159771-0034.flac,138726,162422
./wavs/garb/en/LibriSpeech/train-clean-360/6446/57416/6446-57416-0021.flac,159863,243889
./wavs/garb/cn/data_thchs30/train/C23_742.wav,18826,71294
./wavs/garb/cn/data_thchs30/train/A33_34.wav,115157,179514
./wavs/garb/en/LibriSpeech/train-clean-100/4898/20016/4898-20016-0012.flac,142773,232444
./wavs/garb/cn/data_thchs30/data/A14_178.wav,109778,153831
./wavs/garb/cn/data_thchs30/train/A32_13.wav,55848,110587
./wavs/garb/cn/data_thchs30/test/D32_820.wav,72794,133874
./wavs/garb/cn/data_thchs30/data/A23_227.wav,19992,43359
./wavs/garb/cn/data_thchs30/test/D12_848.wav,8521,80102
./wavs/garb/cn/data_thchs30/data/B31_444.wav,17737,66281
./wavs/garb/en/LibriSpeech/train-clean-360/1289/288044/1289-288044-0000.flac,69303,117995
./wavs/garb/en/LibriSpeech/train-clean-360/3215/5764/3215-5764-0000.flac,71141,185787
./wavs/garb/cn/data_thchs30/data/A19_71.wav,8256,68807
./wavs/garb/cn/data_thchs30/data/B15_441.wav,49710,108089
./wavs/garb/en/LibriSpeech/train-clean-360/278/127215/278-127215-0011.flac,161422,182409
./wavs/garb/en/LibriSpeech/train-clean-360/1740/141148/1740-141148-0113.flac,131869,250871
./wavs/garb/en/LibriSpeech/train-clean-360/7139/75360/7139-75360-0044.flac,68752,109604
./wavs/garb/en/LibriSpeech/train-clean-360/7777/106367/7777-106367-0038.flac,6965,53203
./wavs/garb/cn/data_thchs30/data/D4_967.wav,55370,92170
./wavs/garb/en/LibriSpeech/train-clean-360/716/129582/716-129582-0004.flac,20956,43351
./wavs/garb/cn/data_thchs30/data/A2_178.wav,123304,199535
./wavs/garb/en/LibriSpeech/train-clean-360/598/127704/598-127704-0037.flac,174096,240294
./wavs/garb/en/LibriSpeech/train-clean-360/1914/121446/1914-121446-0004.flac,5849,151823
./wavs/garb/cn/data_thchs30/data/C18_588.wav,75292,128634
./wavs/garb/en/LibriSpeech/train-clean-360/70/121127/70-121127-0055.flac,104924,191211
./wavs/garb/en/LibriSpeech/train-clean-360/6406/88089/6406-88089-0016.flac,59804,85622
./wavs/garb/en/LibriSpeech/train-clean-360/6673/72311/6673-72311-0015.flac,107619,193415
./wavs/garb/en/LibriSpeech/train-clean-360/1222/141174/1222-141174-0005.flac,7960,89735
./wavs/garb/cn/data_thchs30/train/B2_267.wav,44960,72521
./wavs/garb/en/LibriSpeech/train-clean-100/4813/248641/4813-248641-0013.flac,3592,68957
./wavs/garb/en/LibriSpeech/train-clean-360/1222/141174/1222-141174-0008.flac,77085,192391
./wavs/garb/en/LibriSpeech/train-clean-360/1061/152224/1061-152224-0004.flac,60835,158881
./wavs/garb/cn/data_thchs30/data/C8_745.wav,11875,68753
./wavs/garb/en/LibriSpeech/train-clean-360/1445/139404/1445-139404-0025.flac,71535,136941
./wavs/garb/en/LibriSpeech/train-clean-360/8459/285173/8459-285173-0026.flac,119007,160594
./wavs/garb/cn/data_thchs30/data/C14_517.wav,62630,131464
./wavs/garb/en/LibriSpeech/train-clean-360/2085/147970/2085-147970-0019.flac,173928,216895
./wavs/garb/en/LibriSpeech/train-clean-360/3119/163527/3119-163527-0073.flac,41469,56559
./wavs/garb/cn/data_thchs30/data/B4_259.wav,95759,132552
./wavs/garb/cn/data_thchs30/data/C32_713.wav,121884,168176
./wavs/garb/en/LibriSpeech/train-clean-360/5802/76044/5802-76044-0042.flac,53737,82683
./wavs/garb/en/LibriSpeech/train-clean-360/464/126794/464-126794-0009.flac,60109,133011
./wavs/garb/en/LibriSpeech/train-clean-360/8506/293168/8506-293168-0019.flac,123020,163803
./wavs/garb/cn/data_thchs30/data/B8_323.wav,105767,141655
./wavs/garb/cn/data_thchs30/data/A22_147.wav,108829,157631
./wavs/garb/en/LibriSpeech/train-clean-100/3436/172162/3436-172162-0020.flac,74600,118887
./wavs/garb/en/LibriSpeech/train-clean-360/3851/9210/3851-9210-0040.flac,3061,29019
./wavs/garb/en/LibriSpeech/train-clean-360/2149/8912/2149-8912-0006.flac,171328,251531
./wavs/garb/en/LibriSpeech/train-clean-360/176/123269/176-123269-0009.flac,34404,58180
./wavs/garb/en/LibriSpeech/train-clean-360/4278/187018/4278-187018-0023.flac,56861,94486
./wavs/garb/en/LibriSpeech/train-clean-360/3008/164327/3008-164327-0020.flac,70910,141946
./wavs/garb/en/LibriSpeech/train-clean-100/1088/129236/1088-129236-0001.flac,128240,202634
./wavs/garb/en/LibriSpeech/train-clean-360/7126/59167/7126-59167-0012.flac,2978,72026
./wavs/garb/en/LibriSpeech/train-clean-360/3852/175448/3852-175448-0093.flac,54301,131689
./wavs/garb/en/LibriSpeech/train-clean-360/7558/89894/7558-89894-0018.flac,106319,164085
./wavs/garb/cn/data_thchs30/test/D11_808.wav,18245,45775
./wavs/garb/cn/data_thchs30/train/A36_218.wav,13652,71579
./wavs/garb/en/LibriSpeech/train-clean-360/1058/131113/1058-131113-0025.flac,154655,225898
./wavs/garb/cn/data_thchs30/data/B4_406.wav,118755,145561
./wavs/garb/en/LibriSpeech/train-clean-100/3947/13260/3947-13260-0026.flac,103011,152808
./wavs/garb/en/LibriSpeech/train-clean-360/8591/284445/8591-284445-0030.flac,117330,156485
./wavs/garb/cn/data_thchs30/data/A36_190.wav,8564,66708
./wavs/garb/en/LibriSpeech/train-clean-360/3927/6556/3927-6556-0021.flac,7742,63986
./wavs/garb/en/LibriSpeech/train-clean-360/4744/83616/4744-83616-0028.flac,44983,73861
